series_title,runtime,genre,rating,release_year,end_year,duration,cast,synopsis
Bob the Builder,10,Comedy,5.5,1997,2018,21,"Rob Rackstraw, Kate Harbour, Lorelei King, Neil Morrissey","Bob the Builder and his machine team are ready to tackle any project. Bob and the Can-Do Crew demonstrate the power of positive thinking, problem-solving, teamwork, and follow-through. The ...                See full summary »"
Bob the Builder,10,Family,5.5,1997,2018,21,"Rob Rackstraw, Kate Harbour, Lorelei King, Neil Morrissey","Bob the Builder and his machine team are ready to tackle any project. Bob and the Can-Do Crew demonstrate the power of positive thinking, problem-solving, teamwork, and follow-through. The ...                See full summary »"
Johnny Bravo,30,Animation,7.2,1997,2004,7,"Jeff Bennett, Brenda Vaccaro, Mae Whitman, Tom Kenny",The misadventures of a dumb blond egomaniac who is deluded about his own manliness.
Johnny Bravo,30,Adventure,7.2,1997,2004,7,"Jeff Bennett, Brenda Vaccaro, Mae Whitman, Tom Kenny",The misadventures of a dumb blond egomaniac who is deluded about his own manliness.
Johnny Bravo,30,Comedy,7.2,1997,2004,7,"Jeff Bennett, Brenda Vaccaro, Mae Whitman, Tom Kenny",The misadventures of a dumb blond egomaniac who is deluded about his own manliness.
Naked City,60,Crime,8.2,1958,1963,5,"Harry Bellaver, Horace McMahon, Paul Burke, Nancy Malone",The cases of the N.Y.P.D.'s 65th Precinct.
Naked City,60,Drama,8.2,1958,1963,5,"Harry Bellaver, Horace McMahon, Paul Burke, Nancy Malone",The cases of the N.Y.P.D.'s 65th Precinct.
Naked City,60,Thriller,8.2,1958,1963,5,"Harry Bellaver, Horace McMahon, Paul Burke, Nancy Malone",The cases of the N.Y.P.D.'s 65th Precinct.
Power Rangers in Space,30,Action,7.2,1998,1999,1,"Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Christopher Khayman Lee","The most evil forces of the universe (Rita & Zedd, the Machine Empire and Divatox) have formed an alliance with the monarch of all evil, Dark Specter. With Zordon as his prisoner, Dark ...                See full summary »"
Power Rangers in Space,30,Adventure,7.2,1998,1999,1,"Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Christopher Khayman Lee","The most evil forces of the universe (Rita & Zedd, the Machine Empire and Divatox) have formed an alliance with the monarch of all evil, Dark Specter. With Zordon as his prisoner, Dark ...                See full summary »"
Power Rangers in Space,30,Family,7.2,1998,1999,1,"Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Christopher Khayman Lee","The most evil forces of the universe (Rita & Zedd, the Machine Empire and Divatox) have formed an alliance with the monarch of all evil, Dark Specter. With Zordon as his prisoner, Dark ...                See full summary »"
Chowder,11,Animation,7.4,2007,2010,3,"Nicky Jones, Dwight Schultz, John DiMaggio, Tara Strong","In Marzipan City, the young, excitable food-loving Chowder is the apprentice of Mung Daal, a very old chef who runs a catering company with his wife, Truffles and assistant, Shnitzel."
Chowder,11,Short,7.4,2007,2010,3,"Nicky Jones, Dwight Schultz, John DiMaggio, Tara Strong","In Marzipan City, the young, excitable food-loving Chowder is the apprentice of Mung Daal, a very old chef who runs a catering company with his wife, Truffles and assistant, Shnitzel."
Chowder,11,Adventure,7.4,2007,2010,3,"Nicky Jones, Dwight Schultz, John DiMaggio, Tara Strong","In Marzipan City, the young, excitable food-loving Chowder is the apprentice of Mung Daal, a very old chef who runs a catering company with his wife, Truffles and assistant, Shnitzel."
Seinto Seiya,24,Animation,8.4,1986,1989,3,"Hideyuki Tanaka, Tôru Furuya, Ryô Horikawa, Kôichi Hashimoto","A group a young warriors known as 'Saints', each in possession of a 'cloth' guarded by a different constellation, must protect the reincarnation of the goddess Athena as she attempts to keep the Earth from being destroyed by evil forces."
Seinto Seiya,24,Action,8.4,1986,1989,3,"Hideyuki Tanaka, Tôru Furuya, Ryô Horikawa, Kôichi Hashimoto","A group a young warriors known as 'Saints', each in possession of a 'cloth' guarded by a different constellation, must protect the reincarnation of the goddess Athena as she attempts to keep the Earth from being destroyed by evil forces."
Seinto Seiya,24,Adventure,8.4,1986,1989,3,"Hideyuki Tanaka, Tôru Furuya, Ryô Horikawa, Kôichi Hashimoto","A group a young warriors known as 'Saints', each in possession of a 'cloth' guarded by a different constellation, must protect the reincarnation of the goddess Athena as she attempts to keep the Earth from being destroyed by evil forces."
Land of the Giants,60,Sci-Fi,7.0,1968,1970,2,"Gary Conway, Don Matheson, Stefan Arngrim, Don Marshall","A spaceship from Earth crash-lands on an Earth-like planet on which everything, including the human-like inhabitants, is twelve times the size of its counterpart on Earth."
Rules of the Game,57,Thriller,6.2,2022,2022,0,"Maxine Peake, Susan Wokoma, Rakhee Thakrar, Ben Batt","When new HR Director Maya begins her job at Fly, she tries to shake up the old fashioned lads culture and begins investigating historic cases of misconduct."
The Life and Legend of Wyatt Earp,30,Western,7.6,1955,1961,6,"Hugh O'Brian, Jimmy Noel, Ethan Laidlaw, Bill Coontz","Loosely based on historical fact, the series portrays the gunslinging Wyatt Earp and his successful determination for law and order."
Vegas,44,Action,7.3,2012,2013,1,"Dennis Quaid, Michael Chiklis, Carrie-Anne Moss, Taylor Handley","Ralph Lamb, a former MP for the US Army, becomes sheriff. His brother, Jack, and his son, Dixon, are deputized. Meanwhile, Vincent Savino comes from Chicago to Vegas to run The Savoy hotel and casino."
Vegas,44,Crime,7.3,2012,2013,1,"Dennis Quaid, Michael Chiklis, Carrie-Anne Moss, Taylor Handley","Ralph Lamb, a former MP for the US Army, becomes sheriff. His brother, Jack, and his son, Dixon, are deputized. Meanwhile, Vincent Savino comes from Chicago to Vegas to run The Savoy hotel and casino."
Vegas,44,Drama,7.3,2012,2013,1,"Dennis Quaid, Michael Chiklis, Carrie-Anne Moss, Taylor Handley","Ralph Lamb, a former MP for the US Army, becomes sheriff. His brother, Jack, and his son, Dixon, are deputized. Meanwhile, Vincent Savino comes from Chicago to Vegas to run The Savoy hotel and casino."
F Troop,30,Comedy,7.4,1965,1967,2,"Forrest Tucker, Larry Storch, Ken Berry, Melody Patterson",The misadventures of the staff and neighbors of a remote U.S. Army outpost in the Wild West.
F Troop,30,Western,7.4,1965,1967,2,"Forrest Tucker, Larry Storch, Ken Berry, Melody Patterson",The misadventures of the staff and neighbors of a remote U.S. Army outpost in the Wild West.
Goodnight Sweetheart,30,Comedy,7.4,1993,2016,23,"Nicholas Lyndhurst, Victor McGuire, Christopher Ettridge, Elizabeth Carling",British sitcom in which an unhappily married man discovers he can time travel back to 1940s war-torn London where he masquerades as an MI5 agent and part-time songwriter whilst courting the local barmaid.
Goodnight Sweetheart,30,Drama,7.4,1993,2016,23,"Nicholas Lyndhurst, Victor McGuire, Christopher Ettridge, Elizabeth Carling",British sitcom in which an unhappily married man discovers he can time travel back to 1940s war-torn London where he masquerades as an MI5 agent and part-time songwriter whilst courting the local barmaid.
Goodnight Sweetheart,30,Fantasy,7.4,1993,2016,23,"Nicholas Lyndhurst, Victor McGuire, Christopher Ettridge, Elizabeth Carling",British sitcom in which an unhappily married man discovers he can time travel back to 1940s war-torn London where he masquerades as an MI5 agent and part-time songwriter whilst courting the local barmaid.
Inspector Gadget,30,Animation,6.7,1983,1986,3,"Don Adams, Holly Berger, Frank Welker, Luc Durand","A bumbling bionic police inspector stumbles about on his cases, while his niece and dog secretly do the real investigative work."
Inspector Gadget,30,Action,6.7,1983,1986,3,"Don Adams, Holly Berger, Frank Welker, Luc Durand","A bumbling bionic police inspector stumbles about on his cases, while his niece and dog secretly do the real investigative work."
Inspector Gadget,30,Adventure,6.7,1983,1986,3,"Don Adams, Holly Berger, Frank Welker, Luc Durand","A bumbling bionic police inspector stumbles about on his cases, while his niece and dog secretly do the real investigative work."
Aladdin,30,Animation,7.3,1994,1995,1,"Scott Weinger, Linda Larkin, Dan Castellaneta, Frank Welker","Aladdin, the clever hero of Agrabah, continues his adventures with the help of his fiancee Princess Jasmine, his pet monkey Abu, Magic Carpet, Iago the greedy parrot, and of course his best friend the semi-cosmic Genie."
Aladdin,30,Action,7.3,1994,1995,1,"Scott Weinger, Linda Larkin, Dan Castellaneta, Frank Welker","Aladdin, the clever hero of Agrabah, continues his adventures with the help of his fiancee Princess Jasmine, his pet monkey Abu, Magic Carpet, Iago the greedy parrot, and of course his best friend the semi-cosmic Genie."
Aladdin,30,Adventure,7.3,1994,1995,1,"Scott Weinger, Linda Larkin, Dan Castellaneta, Frank Welker","Aladdin, the clever hero of Agrabah, continues his adventures with the help of his fiancee Princess Jasmine, his pet monkey Abu, Magic Carpet, Iago the greedy parrot, and of course his best friend the semi-cosmic Genie."
Yonderland,22,Comedy,7.8,2013,2016,3,"Mathew Baynton, Simon Farnaby, Martha Howe-Douglas, Jim Howick",In a far away land hidden in her cupboard Debbie must fulfill her duties as the chosen one and save Yonder Land.
Yonderland,22,Fantasy,7.8,2013,2016,3,"Mathew Baynton, Simon Farnaby, Martha Howe-Douglas, Jim Howick",In a far away land hidden in her cupboard Debbie must fulfill her duties as the chosen one and save Yonder Land.
Power Rangers Samurai,22,Action,5.0,2011,2012,1,"Alexander P. Heartman, Erika Fong, Hector David Jr., Najee De-Tiege",Five teenagers inherit samurai powers from ancient Japan to protect the world from an army of monsters.
Power Rangers Samurai,22,Adventure,5.0,2011,2012,1,"Alexander P. Heartman, Erika Fong, Hector David Jr., Najee De-Tiege",Five teenagers inherit samurai powers from ancient Japan to protect the world from an army of monsters.
Power Rangers Samurai,22,Comedy,5.0,2011,2012,1,"Alexander P. Heartman, Erika Fong, Hector David Jr., Najee De-Tiege",Five teenagers inherit samurai powers from ancient Japan to protect the world from an army of monsters.
Underground,43,Adventure,7.8,2016,2017,1,"Jurnee Smollett, Aldis Hodge, Jessica De Gouw, Alano Miller","With the country on the brink of Civil War, the struggle for freedom is more dangerous than ever. Underground follows the story of American heroes and their moving journey to freedom."
Underground,43,Drama,7.8,2016,2017,1,"Jurnee Smollett, Aldis Hodge, Jessica De Gouw, Alano Miller","With the country on the brink of Civil War, the struggle for freedom is more dangerous than ever. Underground follows the story of American heroes and their moving journey to freedom."
Underground,43,History,7.8,2016,2017,1,"Jurnee Smollett, Aldis Hodge, Jessica De Gouw, Alano Miller","With the country on the brink of Civil War, the struggle for freedom is more dangerous than ever. Underground follows the story of American heroes and their moving journey to freedom."
4400,42,Drama,4.0,2021,2022,1,"Brittany Adebumola, Joseph David-Jones, Ireon Roach, T.L. Thompson","4400 overlooked, undervalued, or otherwise marginalized people who vanished without a trace over the last hundred years are all returned in an instant, having not aged a day and with no memory of what happened to them."
4400,42,Sci-Fi,4.0,2021,2022,1,"Brittany Adebumola, Joseph David-Jones, Ireon Roach, T.L. Thompson","4400 overlooked, undervalued, or otherwise marginalized people who vanished without a trace over the last hundred years are all returned in an instant, having not aged a day and with no memory of what happened to them."
The Champions,60,Adventure,7.5,1968,1969,1,"Stuart Damon, Alexandra Bastedo, William Gaunt, Anthony Nicholls","After a plane carrying three UN Agents crashes in the Himalayas, they are rescued by an advanced civilisation secretly living in Tibet who grant them enhanced versions of the ordinary five senses, and intellectual and physical abilities."
The Champions,60,Sci-Fi,7.5,1968,1969,1,"Stuart Damon, Alexandra Bastedo, William Gaunt, Anthony Nicholls","After a plane carrying three UN Agents crashes in the Himalayas, they are rescued by an advanced civilisation secretly living in Tibet who grant them enhanced versions of the ordinary five senses, and intellectual and physical abilities."
The Champions,60,Thriller,7.5,1968,1969,1,"Stuart Damon, Alexandra Bastedo, William Gaunt, Anthony Nicholls","After a plane carrying three UN Agents crashes in the Himalayas, they are rescued by an advanced civilisation secretly living in Tibet who grant them enhanced versions of the ordinary five senses, and intellectual and physical abilities."
Üç Kurus,120,Action,6.8,2021,2022,1,"Uraz Kaygilaroglu, Ekin Koç, Aslihan Malbora, Mustafa Kirantepe","When a serial killer stalks a Romani neighborhood, a hardboiled police captain teams up with a Gypsy crime boss to bring the killer to justice."
Üç Kurus,120,Crime,6.8,2021,2022,1,"Uraz Kaygilaroglu, Ekin Koç, Aslihan Malbora, Mustafa Kirantepe","When a serial killer stalks a Romani neighborhood, a hardboiled police captain teams up with a Gypsy crime boss to bring the killer to justice."
